freq,psd_x,psd_y,psd_z,psd_xyz
180.3,3.691e+02,1.578e+02,8.819e+02,1.409e+03
181.5,5.368e+02,1.549e+02,8.680e+02,1.560e+03
182.7,6.476e+02,1.564e+02,1.017e+03,1.821e+03
184.0,7.175e+02,1.901e+02,1.008e+03,1.915e+03
185.2,7.282e+02,2.007e+02,8.188e+02,1.748e+03
186.4,5.871e+02,1.690e+02,8.013e+02,1.557e+03
187.6,4.110e+02,1.609e+02,7.868e+02,1.359e+03
188.8,3.135e+02,1.586e+02,5.716e+02,1.044e+03
190.0,3.367e+02,1.538e+02,6.226e+02,1.113e+03
191.3,4.605e+02,1.549e+02,8.745e+02,1.490e+03
192.5,5.015e+02,1.733e+02,8.322e+02,1.507e+03
193.7,4.064e+02,1.837e+02,6.498e+02,1.240e+03
194.9,4.371e+02,1.825e+02,5.012e+02,1.121e+03
196.1,5.166e+02,1.920e+02,4.085e+02,1.117e+03
197.4,5.202e+02,2.101e+02,4.121e+02,1.142e+03
198.6,5.451e+02,2.107e+02,4.885e+02,1.244e+03
199.8,5.431e+02,2.315e+02,6.644e+02,1.439e+03
