freq,psd_x,psd_y,psd_z,psd_xyz
58.5,1.301e+05,2.323e+03,3.277e+02,1.328e+05
59.7,1.497e+05,1.720e+03,7.756e+02,1.522e+05
60.9,1.620e+05,1.319e+03,2.641e+03,1.660e+05
62.1,1.552e+05,3.797e+03,6.057e+03,1.651e+05
63.4,1.684e+05,7.526e+03,1.120e+04,1.871e+05
64.6,2.451e+05,9.582e+03,1.216e+04,2.669e+05
65.8,3.240e+05,1.099e+04,8.064e+03,3.431e+05
67.0,3.787e+05,1.603e+04,6.379e+03,4.011e+05
68.2,3.554e+05,1.906e+04,5.917e+03,3.804e+05
69.4,2.764e+05,1.903e+04,5.544e+03,3.010e+05
70.7,1.812e+05,1.588e+04,4.742e+03,2.018e+05
71.9,9.926e+04,1.035e+04,3.680e+03,1.133e+05
73.1,5.243e+04,5.451e+03,3.059e+03,6.094e+04
74.3,4.285e+04,2.160e+03,2.793e+03,4.780e+04
75.5,6.883e+04,1.345e+03,2.534e+03,7.271e+04
76.8,7.726e+04,2.707e+03,2.137e+03,8.210e+04
78.0,4.616e+04,3.198e+03,2.036e+03,5.139e+04
79.2,1.703e+04,3.123e+03,2.940e+03,2.309e+04
80.4,6.767e+03,6.217e+03,3.615e+03,1.660e+04
81.6,4.251e+03,1.116e+04,2.683e+03,1.809e+04
82.8,3.179e+03,1.283e+04,2.550e+03,1.856e+04
84.1,2.129e+03,1.320e+04,5.948e+03,2.127e+04
85.3,1.326e+03,1.435e+04,1.276e+04,2.844e+04
86.5,1.478e+03,1.159e+04,1.402e+04,2.710e+04
87.7,3.598e+03,6.600e+03,9.967e+03,2.016e+04
88.9,1.236e+04,6.100e+03,8.837e+03,2.730e+04
90.2,2.207e+04,6.506e+03,1.275e+04,4.132e+04
91.4,1.675e+04,3.526e+03,9.663e+03,2.994e+04
92.6,8.185e+03,1.712e+03,3.390e+03,1.329e+04
93.8,3.652e+03,8.926e+02,1.354e+03,5.899e+03
95.0,3.283e+03,6.601e+02,1.125e+03,5.068e+03
96.2,3.805e+03,5.966e+02,1.371e+03,5.772e+03
97.5,4.791e+03,5.175e+02,1.668e+03,6.976e+03
98.7,4.810e+03,3.833e+02,1.313e+03,6.506e+03
99.9,3.701e+03,2.504e+02,6.484e+02,4.599e+03
101.1,2.512e+03,1.998e+02,4.493e+02,3.161e+03
102.3,1.757e+03,2.050e+02,5.636e+02,2.526e+03
103.6,1.498e+03,2.386e+02,6.167e+02,2.353e+03
104.8,1.619e+03,2.929e+02,6.826e+02,2.594e+03
106.0,1.923e+03,3.433e+02,6.630e+02,2.930e+03
107.2,2.364e+03,3.432e+02,5.613e+02,3.268e+03
108.4,3.156e+03,3.461e+02,4.316e+02,3.934e+03
109.6,4.182e+03,3.291e+02,4.091e+02,4.920e+03
110.9,4.411e+03,3.037e+02,4.425e+02,5.157e+03
112.1,3.836e+03,2.536e+02,3.821e+02,4.472e+03
113.3,4.137e+03,2.603e+02,4.142e+02,4.811e+03
114.5,4.657e+03,3.264e+02,6.568e+02,5.640e+03
115.7,5.194e+03,3.550e+02,9.274e+02,6.476e+03
117.0,6.065e+03,4.008e+02,1.118e+03,7.584e+03
118.2,6.470e+03,4.111e+02,1.110e+03,7.991e+03
119.4,5.275e+03,3.636e+02,1.080e+03,6.719e+03
120.6,3.782e+03,3.333e+02,9.171e+02,5.033e+03
121.8,4.135e+03,2.718e+02,8.035e+02,5.210e+03
123.0,5.478e+03,2.865e+02,7.902e+02,6.555e+03
124.3,6.853e+03,2.749e+02,7.622e+02,7.890e+03
125.5,7.663e+03,2.806e+02,7.416e+02,8.686e+03
126.7,8.702e+03,3.087e+02,6.718e+02,9.683e+03
127.9,8.956e+03,3.150e+02,6.200e+02,9.891e+03
129.1,9.047e+03,3.091e+02,6.017e+02,9.958e+03
130.4,8.833e+03,3.384e+02,6.004e+02,9.772e+03
131.6,8.325e+03,3.809e+02,6.180e+02,9.324e+03
132.8,5.752e+03,4.039e+02,7.489e+02,6.905e+03
134.0,2.291e+03,3.681e+02,7.208e+02,3.380e+03
135.2,2.384e+03,3.452e+02,7.699e+02,3.499e+03
136.4,2.621e+03,2.982e+02,7.429e+02,3.663e+03
137.7,2.700e+03,2.520e+02,7.516e+02,3.703e+03
138.9,2.587e+03,2.452e+02,7.451e+02,3.577e+03
140.1,2.033e+03,2.021e+02,6.771e+02,2.913e+03
141.3,1.775e+03,2.001e+02,5.726e+02,2.548e+03
142.5,1.437e+03,1.863e+02,5.224e+02,2.145e+03
143.8,1.179e+03,1.761e+02,4.402e+02,1.796e+03
145.0,8.615e+02,1.683e+02,3.886e+02,1.418e+03
146.2,6.173e+02,1.526e+02,3.383e+02,1.108e+03
147.4,4.814e+02,1.500e+02,3.240e+02,9.553e+02
148.6,3.503e+02,1.387e+02,2.960e+02,7.851e+02
149.9,2.972e+02,1.468e+02,2.612e+02,7.052e+02
151.1,2.833e+02,1.460e+02,2.912e+02,7.205e+02
152.3,3.312e+02,1.417e+02,2.905e+02,7.634e+02
153.5,4.759e+02,1.288e+02,3.020e+02,9.066e+02
154.7,6.678e+02,1.420e+02,3.634e+02,1.173e+03
155.9,1.001e+03,1.509e+02,4.330e+02,1.585e+03
157.2,1.300e+03,1.541e+02,4.824e+02,1.937e+03
158.4,1.423e+03,1.514e+02,5.205e+02,2.095e+03
159.6,1.282e+03,1.369e+02,4.980e+02,1.917e+03
160.8,1.036e+03,1.364e+02,4.758e+02,1.648e+03
162.0,1.124e+03,1.366e+02,4.973e+02,1.758e+03
163.3,9.488e+02,1.358e+02,4.514e+02,1.536e+03
164.5,6.281e+02,1.323e+02,3.969e+02,1.157e+03
165.7,5.241e+02,1.296e+02,3.625e+02,1.016e+03
166.9,4.092e+02,1.288e+02,3.424e+02,8.804e+02
168.1,3.364e+02,1.161e+02,3.137e+02,7.662e+02
169.3,2.543e+02,1.157e+02,2.619e+02,6.319e+02
170.6,2.047e+02,1.112e+02,2.589e+02,5.748e+02
171.8,1.784e+02,1.228e+02,2.529e+02,5.541e+02
173.0,1.769e+02,1.248e+02,2.236e+02,5.253e+02
174.2,1.785e+02,1.360e+02,2.533e+02,5.677e+02
175.4,1.778e+02,1.278e+02,2.208e+02,5.264e+02
176.7,2.226e+02,1.325e+02,2.406e+02,5.957e+02
177.9,2.827e+02,1.593e+02,2.455e+02,6.875e+02
179.1,3.204e+02,1.678e+02,2.443e+02,7.325e+02
180.3,3.958e+02,1.731e+02,2.440e+02,8.130e+02
181.5,3.935e+02,1.735e+02,2.186e+02,7.856e+02
182.7,3.869e+02,1.787e+02,2.283e+02,7.939e+02
184.0,3.954e+02,1.881e+02,2.265e+02,8.100e+02
185.2,3.614e+02,1.936e+02,2.538e+02,8.087e+02
186.4,4.463e+02,2.043e+02,2.660e+02,9.167e+02
187.6,5.016e+02,1.991e+02,2.633e+02,9.640e+02
188.8,5.702e+02,2.267e+02,2.455e+02,1.042e+03
190.1,7.123e+02,2.582e+02,2.792e+02,1.250e+03
191.3,8.840e+02,2.823e+02,2.875e+02,1.454e+03
192.5,1.077e+03,3.522e+02,3.091e+02,1.738e+03
193.7,1.053e+03,3.757e+02,3.563e+02,1.785e+03
194.9,1.215e+03,4.594e+02,4.125e+02,2.087e+03
196.1,1.318e+03,4.648e+02,3.773e+02,2.160e+03
197.4,1.544e+03,4.589e+02,3.721e+02,2.375e+03
198.6,1.990e+03,4.305e+02,3.989e+02,2.819e+03
199.8,2.498e+03,5.081e+02,4.714e+02,3.478e+03
