freq,psd_x,psd_y,psd_z,psd_xyz
185.2,5.832e+02,2.520e+02,2.732e+02,1.108e+03
186.4,8.835e+02,3.025e+02,2.928e+02,1.479e+03
187.6,9.312e+02,3.244e+02,2.892e+02,1.545e+03
188.9,8.843e+02,2.830e+02,2.619e+02,1.429e+03
190.1,9.975e+02,2.882e+02,2.602e+02,1.546e+03
191.3,1.064e+03,3.128e+02,2.888e+02,1.666e+03
192.5,1.392e+03,3.537e+02,2.771e+02,2.023e+03
193.7,1.757e+03,4.161e+02,3.285e+02,2.502e+03
195.0,1.979e+03,4.236e+02,3.370e+02,2.739e+03
196.2,2.298e+03,4.938e+02,3.394e+02,3.131e+03
197.4,2.575e+03,5.359e+02,2.994e+02,3.410e+03
198.6,3.106e+03,5.845e+02,2.895e+02,3.980e+03
199.8,3.698e+03,6.158e+02,3.203e+02,4.634e+03
