freq,psd_x,psd_y,psd_z,psd_xyz
45.7,2.377e+04,1.751e+03,1.305e+05,1.561e+05
46.9,2.318e+04,1.893e+03,9.171e+04,1.168e+05
48.1,1.572e+04,1.720e+03,5.683e+04,7.426e+04
49.3,1.557e+04,1.979e+03,5.194e+04,6.949e+04
50.5,1.445e+04,2.216e+03,4.489e+04,6.156e+04
51.7,7.841e+03,1.572e+03,2.303e+04,3.245e+04
52.9,6.537e+03,1.314e+03,1.843e+04,2.629e+04
54.1,6.913e+03,1.330e+03,2.164e+04,2.989e+04
55.3,1.136e+04,2.626e+03,4.369e+04,5.767e+04
56.5,8.559e+03,3.325e+03,4.738e+04,5.926e+04
57.7,5.172e+03,4.495e+03,4.931e+04,5.898e+04
58.9,4.066e+03,4.113e+03,3.405e+04,4.222e+04
60.1,4.698e+03,3.292e+03,2.244e+04,3.043e+04
61.3,8.539e+03,2.323e+03,2.316e+04,3.402e+04
62.5,1.216e+04,2.223e+03,4.485e+04,5.924e+04
63.7,1.282e+04,2.367e+03,7.333e+04,8.852e+04
64.9,6.825e+03,1.809e+03,4.893e+04,5.756e+04
66.1,4.790e+03,1.496e+03,3.522e+04,4.150e+04
67.3,3.196e+03,1.382e+03,2.883e+04,3.341e+04
68.5,3.092e+03,1.834e+03,3.364e+04,3.856e+04
69.7,2.766e+03,2.037e+03,2.824e+04,3.305e+04
70.9,1.826e+03,2.260e+03,1.702e+04,2.110e+04
72.1,1.548e+03,3.237e+03,1.872e+04,2.350e+04
73.3,1.585e+03,4.352e+03,2.262e+04,2.856e+04
74.5,1.270e+03,4.702e+03,1.736e+04,2.333e+04
75.7,1.505e+03,7.015e+03,1.479e+04,2.331e+04
76.9,1.659e+03,7.545e+03,1.313e+04,2.234e+04
78.1,1.521e+03,9.380e+03,1.040e+04,2.131e+04
79.3,1.692e+03,1.517e+04,1.087e+04,2.774e+04
80.5,2.182e+03,1.961e+04,1.230e+04,3.410e+04
81.7,2.199e+03,1.740e+04,1.480e+04,3.440e+04
82.9,1.716e+03,1.376e+04,1.451e+04,2.999e+04
84.1,1.725e+03,1.408e+04,1.733e+04,3.314e+04
85.3,2.282e+03,1.976e+04,2.591e+04,4.795e+04
86.5,2.381e+03,1.978e+04,2.697e+04,4.913e+04
87.7,2.550e+03,2.231e+04,3.255e+04,5.742e+04
88.9,1.846e+03,1.119e+04,1.453e+04,2.757e+04
90.1,2.313e+03,1.371e+04,2.054e+04,3.655e+04
91.3,2.966e+03,1.775e+04,2.762e+04,4.834e+04
92.5,5.013e+03,2.266e+04,2.143e+04,4.910e+04
93.7,1.287e+04,6.041e+04,2.282e+04,9.611e+04
95.0,1.530e+04,6.677e+04,2.565e+04,1.077e+05
96.2,6.810e+03,2.381e+04,2.373e+04,5.435e+04
97.4,3.392e+03,8.489e+03,2.652e+04,3.840e+04
98.6,2.826e+03,5.248e+03,1.763e+04,2.571e+04
99.8,2.968e+03,4.508e+03,1.785e+04,2.533e+04
101.0,2.617e+03,3.654e+03,1.640e+04,2.267e+04
102.2,2.562e+03,3.415e+03,1.686e+04,2.284e+04
103.4,2.360e+03,3.107e+03,1.220e+04,1.766e+04
104.6,3.506e+03,3.271e+03,1.234e+04,1.911e+04
105.8,4.329e+03,3.081e+03,1.208e+04,1.949e+04
107.0,3.978e+03,2.419e+03,8.103e+03,1.450e+04
108.2,4.424e+03,2.194e+03,7.875e+03,1.449e+04
109.4,5.079e+03,2.107e+03,8.226e+03,1.541e+04
110.6,5.942e+03,2.187e+03,9.281e+03,1.741e+04
111.8,7.424e+03,2.231e+03,1.091e+04,2.057e+04
113.0,6.379e+03,1.988e+03,9.965e+03,1.833e+04
114.2,7.266e+03,1.924e+03,9.852e+03,1.904e+04
115.4,6.268e+03,1.551e+03,8.461e+03,1.628e+04
116.6,5.747e+03,1.316e+03,6.789e+03,1.385e+04
117.8,4.659e+03,1.170e+03,5.484e+03,1.131e+04
119.0,3.171e+03,1.059e+03,3.968e+03,8.199e+03
120.2,3.204e+03,9.896e+02,3.618e+03,7.812e+03
121.4,3.103e+03,1.003e+03,3.425e+03,7.532e+03
122.6,2.806e+03,9.788e+02,3.270e+03,7.055e+03
123.8,3.333e+03,8.665e+02,3.897e+03,8.096e+03
125.0,3.968e+03,9.400e+02,4.562e+03,9.470e+03
126.2,4.933e+03,1.025e+03,3.342e+03,9.300e+03
127.4,4.958e+03,1.043e+03,2.615e+03,8.616e+03
128.6,3.642e+03,8.716e+02,2.339e+03,6.852e+03
129.8,3.846e+03,9.512e+02,2.514e+03,7.311e+03
131.0,3.907e+03,9.310e+02,2.449e+03,7.288e+03
132.2,2.528e+03,8.409e+02,2.389e+03,5.758e+03
133.4,1.880e+03,8.672e+02,2.209e+03,4.956e+03
134.6,2.200e+03,8.913e+02,2.008e+03,5.099e+03
135.8,1.903e+03,9.132e+02,2.105e+03,4.921e+03
137.0,1.701e+03,8.297e+02,2.004e+03,4.535e+03
138.2,1.309e+03,8.362e+02,1.939e+03,4.084e+03
139.4,1.459e+03,8.827e+02,2.125e+03,4.467e+03
140.6,1.531e+03,7.687e+02,1.929e+03,4.228e+03
141.8,1.175e+03,7.572e+02,1.639e+03,3.572e+03
143.0,9.518e+02,7.566e+02,1.682e+03,3.390e+03
144.2,8.754e+02,7.641e+02,1.642e+03,3.282e+03
145.4,1.117e+03,8.004e+02,1.683e+03,3.601e+03
146.6,1.156e+03,8.665e+02,1.684e+03,3.707e+03
147.8,1.274e+03,9.392e+02,1.504e+03,3.718e+03
149.0,1.206e+03,9.096e+02,1.512e+03,3.627e+03
150.2,1.246e+03,8.264e+02,1.674e+03,3.747e+03
151.4,1.466e+03,8.851e+02,1.732e+03,4.083e+03
152.6,1.533e+03,8.958e+02,1.822e+03,4.250e+03
153.8,1.511e+03,8.856e+02,1.746e+03,4.142e+03
155.0,1.314e+03,8.368e+02,1.738e+03,3.890e+03
156.2,1.298e+03,8.953e+02,1.804e+03,3.997e+03
157.5,1.593e+03,1.165e+03,1.831e+03,4.589e+03
158.7,1.832e+03,1.346e+03,1.884e+03,5.062e+03
159.9,2.669e+03,1.681e+03,1.858e+03,6.208e+03
161.1,2.629e+03,1.777e+03,1.898e+03,6.304e+03
162.3,1.882e+03,1.568e+03,1.828e+03,5.279e+03
163.5,1.741e+03,1.442e+03,1.763e+03,4.945e+03
164.7,2.265e+03,1.859e+03,2.050e+03,6.174e+03
165.9,2.320e+03,2.009e+03,2.181e+03,6.510e+03
167.1,2.056e+03,1.533e+03,1.857e+03,5.446e+03
168.3,1.499e+03,1.141e+03,1.406e+03,4.046e+03
169.5,1.674e+03,1.289e+03,1.388e+03,4.350e+03
170.7,1.401e+03,1.490e+03,1.558e+03,4.449e+03
171.9,1.410e+03,1.507e+03,1.543e+03,4.459e+03
173.1,1.861e+03,1.325e+03,1.433e+03,4.619e+03
174.3,2.886e+03,1.715e+03,1.669e+03,6.270e+03
175.5,2.572e+03,1.600e+03,1.580e+03,5.751e+03
176.7,1.738e+03,1.244e+03,1.450e+03,4.433e+03
177.9,1.909e+03,1.385e+03,1.497e+03,4.790e+03
179.1,1.578e+03,1.214e+03,1.341e+03,4.133e+03
180.3,1.535e+03,1.232e+03,1.358e+03,4.126e+03
181.5,1.337e+03,1.187e+03,1.388e+03,3.912e+03
182.7,1.620e+03,1.400e+03,1.471e+03,4.491e+03
183.9,2.198e+03,1.849e+03,1.535e+03,5.581e+03
185.1,1.964e+03,1.324e+03,1.294e+03,4.581e+03
186.3,1.350e+03,1.198e+03,1.251e+03,3.799e+03
187.5,9.841e+02,9.436e+02,1.116e+03,3.044e+03
188.7,1.181e+03,1.019e+03,1.284e+03,3.484e+03
189.9,9.665e+02,8.264e+02,1.347e+03,3.140e+03
191.1,1.153e+03,9.218e+02,1.172e+03,3.247e+03
192.3,1.622e+03,1.155e+03,1.250e+03,4.027e+03
193.5,1.322e+03,8.911e+02,1.150e+03,3.363e+03
194.7,1.035e+03,8.915e+02,1.143e+03,3.070e+03
195.9,9.147e+02,9.691e+02,1.232e+03,3.116e+03
197.1,8.958e+02,8.728e+02,1.138e+03,2.907e+03
198.3,8.907e+02,8.161e+02,9.765e+02,2.683e+03
199.5,8.317e+02,9.318e+02,9.464e+02,2.710e+03
