freq,psd_x,psd_y,psd_z,psd_xyz
132.8,2.232e+02,3.073e+02,1.275e+03,1.805e+03
134.0,1.560e+02,1.787e+02,8.411e+02,1.176e+03
135.3,1.462e+02,1.476e+02,7.658e+02,1.060e+03
136.5,1.374e+02,1.323e+02,7.064e+02,9.762e+02
137.7,1.369e+02,1.382e+02,6.648e+02,9.399e+02
138.9,1.526e+02,1.308e+02,6.602e+02,9.436e+02
140.1,1.809e+02,1.197e+02,6.902e+02,9.907e+02
141.4,2.103e+02,1.204e+02,6.837e+02,1.014e+03
142.6,2.259e+02,1.216e+02,6.756e+02,1.023e+03
143.8,2.393e+02,1.058e+02,6.656e+02,1.011e+03
145.0,2.266e+02,9.918e+01,6.375e+02,9.633e+02
146.2,2.274e+02,1.047e+02,6.690e+02,1.001e+03
147.4,2.195e+02,9.591e+01,6.343e+02,9.497e+02
148.7,2.282e+02,9.988e+01,6.600e+02,9.881e+02
149.9,2.677e+02,1.015e+02,6.847e+02,1.054e+03
151.1,2.909e+02,9.677e+01,6.642e+02,1.052e+03
152.3,2.890e+02,9.165e+01,6.580e+02,1.039e+03
153.5,3.171e+02,8.801e+01,6.734e+02,1.079e+03
154.8,3.460e+02,8.276e+01,7.680e+02,1.197e+03
156.0,3.674e+02,8.344e+01,8.185e+02,1.269e+03
157.2,4.060e+02,9.244e+01,9.749e+02,1.473e+03
158.4,4.130e+02,9.084e+01,1.188e+03,1.692e+03
159.6,4.133e+02,9.135e+01,1.236e+03,1.741e+03
160.9,4.351e+02,1.057e+02,1.092e+03,1.633e+03
162.1,4.790e+02,1.075e+02,1.172e+03,1.759e+03
163.3,4.972e+02,1.100e+02,1.158e+03,1.766e+03
164.5,5.037e+02,1.198e+02,1.190e+03,1.813e+03
165.7,4.850e+02,1.210e+02,1.132e+03,1.738e+03
166.9,4.527e+02,1.157e+02,1.160e+03,1.729e+03
168.2,4.034e+02,1.212e+02,1.050e+03,1.574e+03
169.4,3.451e+02,1.165e+02,9.637e+02,1.425e+03
170.6,3.223e+02,1.068e+02,9.364e+02,1.366e+03
171.8,3.062e+02,1.095e+02,8.279e+02,1.244e+03
173.0,3.142e+02,1.101e+02,8.055e+02,1.230e+03
174.3,3.142e+02,1.037e+02,7.606e+02,1.178e+03
175.5,2.276e+02,1.011e+02,6.276e+02,9.563e+02
176.7,1.735e+02,1.315e+02,5.357e+02,8.406e+02
177.9,1.458e+02,1.414e+02,4.351e+02,7.224e+02
179.1,1.559e+02,1.594e+02,3.809e+02,6.962e+02
180.3,1.920e+02,1.696e+02,4.044e+02,7.659e+02
181.6,2.380e+02,1.574e+02,4.650e+02,8.604e+02
182.8,2.718e+02,1.461e+02,6.611e+02,1.079e+03
184.0,2.632e+02,1.525e+02,6.905e+02,1.106e+03
185.2,2.493e+02,1.515e+02,7.300e+02,1.131e+03
186.4,2.387e+02,1.425e+02,8.117e+02,1.193e+03
187.7,2.697e+02,1.479e+02,8.885e+02,1.306e+03
188.9,2.935e+02,1.376e+02,8.175e+02,1.249e+03
190.1,3.041e+02,1.549e+02,6.452e+02,1.104e+03
191.3,3.047e+02,1.542e+02,5.979e+02,1.057e+03
192.5,2.461e+02,1.615e+02,5.541e+02,9.617e+02
193.8,2.063e+02,1.968e+02,5.446e+02,9.477e+02
195.0,1.544e+02,1.965e+02,5.602e+02,9.111e+02
196.2,1.549e+02,1.801e+02,6.190e+02,9.541e+02
197.4,1.471e+02,1.963e+02,8.500e+02,1.193e+03
198.6,1.333e+02,2.308e+02,1.292e+03,1.657e+03
199.8,1.322e+02,2.793e+02,1.748e+03,2.160e+03
