freq,psd_x,psd_y,psd_z,psd_xyz
168.1,1.160e+03,1.047e+02,4.081e+02,1.672e+03
169.3,1.190e+03,1.157e+02,4.475e+02,1.753e+03
170.6,1.200e+03,1.188e+02,3.971e+02,1.715e+03
171.8,1.380e+03,1.188e+02,4.658e+02,1.965e+03
173.0,1.387e+03,1.087e+02,5.220e+02,2.018e+03
174.2,1.614e+03,1.173e+02,5.417e+02,2.273e+03
175.4,1.981e+03,1.151e+02,5.579e+02,2.654e+03
176.7,2.000e+03,1.078e+02,6.225e+02,2.730e+03
177.9,2.252e+03,1.087e+02,6.993e+02,3.061e+03
179.1,2.283e+03,1.163e+02,7.315e+02,3.130e+03
180.3,2.575e+03,1.139e+02,8.177e+02,3.506e+03
181.5,2.484e+03,1.078e+02,8.532e+02,3.445e+03
182.7,2.576e+03,1.193e+02,9.698e+02,3.665e+03
184.0,2.690e+03,1.238e+02,1.101e+03,3.915e+03
185.2,2.411e+03,1.238e+02,1.067e+03,3.601e+03
186.4,2.475e+03,1.271e+02,1.201e+03,3.803e+03
187.6,2.289e+03,1.267e+02,1.145e+03,3.561e+03
188.8,2.188e+03,1.265e+02,1.162e+03,3.477e+03
190.1,2.067e+03,1.338e+02,1.251e+03,3.452e+03
191.3,1.856e+03,1.416e+02,1.305e+03,3.302e+03
192.5,2.126e+03,1.941e+02,1.944e+03,4.265e+03
193.7,2.251e+03,3.779e+02,3.010e+03,5.638e+03
194.9,2.660e+03,4.921e+02,4.085e+03,7.237e+03
196.1,2.058e+03,3.174e+02,3.015e+03,5.390e+03
197.4,1.422e+03,2.865e+02,2.549e+03,4.257e+03
198.6,1.493e+03,3.747e+02,3.860e+03,5.728e+03
199.8,1.857e+03,5.307e+02,5.117e+03,7.504e+03
