freq,psd_x,psd_y,psd_z,psd_xyz
41.4,2.419e+04,5.060e+02,2.722e+02,2.497e+04
42.6,2.386e+04,4.268e+02,2.913e+02,2.458e+04
43.9,2.573e+04,3.910e+02,2.906e+02,2.642e+04
45.1,2.828e+04,4.146e+02,2.772e+02,2.898e+04
46.3,3.077e+04,4.274e+02,3.176e+02,3.151e+04
47.5,3.357e+04,4.681e+02,3.391e+02,3.438e+04
48.7,3.603e+04,5.565e+02,3.460e+02,3.694e+04
49.9,3.747e+04,5.707e+02,3.316e+02,3.837e+04
51.2,3.732e+04,5.896e+02,3.384e+02,3.825e+04
52.4,3.239e+04,7.144e+02,3.475e+02,3.345e+04
53.6,2.680e+04,8.712e+02,3.875e+02,2.805e+04
54.8,2.967e+04,1.209e+03,4.225e+02,3.130e+04
56.0,3.124e+04,1.672e+03,6.058e+02,3.352e+04
57.3,3.344e+04,2.826e+03,1.217e+03,3.748e+04
58.5,3.599e+04,4.328e+03,2.094e+03,4.241e+04
59.7,4.192e+04,4.924e+03,3.110e+03,4.995e+04
60.9,5.314e+04,4.104e+03,3.412e+03,6.066e+04
62.1,6.504e+04,3.057e+03,3.207e+03,7.130e+04
63.3,7.726e+04,2.680e+03,3.216e+03,8.316e+04
64.6,8.962e+04,2.618e+03,2.467e+03,9.470e+04
65.8,1.110e+05,2.740e+03,9.490e+02,1.147e+05
67.0,1.289e+05,2.592e+03,1.204e+03,1.327e+05
68.2,1.405e+05,1.602e+03,3.388e+03,1.455e+05
69.4,1.501e+05,9.475e+02,6.581e+03,1.577e+05
70.7,1.352e+05,1.193e+03,9.270e+03,1.457e+05
71.9,9.503e+04,2.176e+03,1.048e+04,1.077e+05
73.1,6.685e+04,3.291e+03,9.346e+03,7.949e+04
74.3,7.522e+04,5.020e+03,7.592e+03,8.783e+04
75.5,1.205e+05,9.036e+03,6.562e+03,1.361e+05
76.7,1.054e+05,7.833e+03,3.439e+03,1.166e+05
78.0,5.406e+04,3.337e+03,9.912e+02,5.839e+04
79.2,2.532e+04,1.005e+03,7.946e+02,2.712e+04
80.4,1.775e+04,7.619e+02,1.806e+03,2.032e+04
81.6,1.449e+04,1.297e+03,2.904e+03,1.869e+04
82.8,7.425e+03,2.347e+03,4.267e+03,1.404e+04
84.1,3.108e+03,4.950e+03,7.183e+03,1.524e+04
85.3,2.708e+03,1.187e+04,1.319e+04,2.776e+04
86.5,5.683e+03,2.079e+04,1.679e+04,4.326e+04
87.7,1.269e+04,2.513e+04,1.354e+04,5.136e+04
88.9,2.374e+04,2.801e+04,1.012e+04,6.187e+04
90.2,3.128e+04,2.856e+04,6.677e+03,6.652e+04
91.4,2.597e+04,1.996e+04,2.595e+03,4.853e+04
92.6,1.592e+04,8.613e+03,2.584e+03,2.711e+04
93.8,7.577e+03,2.400e+03,6.782e+03,1.676e+04
95.0,2.601e+03,9.077e+02,6.938e+03,1.045e+04
96.2,9.400e+02,1.061e+03,3.562e+03,5.564e+03
97.5,4.971e+02,1.246e+03,1.500e+03,3.243e+03
98.7,5.850e+02,1.331e+03,1.042e+03,2.957e+03
99.9,1.079e+03,1.198e+03,1.382e+03,3.660e+03
101.1,1.717e+03,7.712e+02,1.862e+03,4.350e+03
102.3,2.505e+03,4.989e+02,2.302e+03,5.306e+03
103.6,2.789e+03,5.278e+02,2.248e+03,5.564e+03
104.8,3.325e+03,6.199e+02,2.174e+03,6.119e+03
106.0,5.020e+03,5.860e+02,2.203e+03,7.808e+03
107.2,6.301e+03,4.646e+02,3.805e+03,1.057e+04
108.4,7.352e+03,4.290e+02,1.164e+04,1.942e+04
109.6,8.651e+03,3.446e+02,6.630e+03,1.563e+04
110.9,7.435e+03,4.178e+02,2.432e+03,1.028e+04
112.1,5.879e+03,3.909e+02,2.079e+03,8.349e+03
113.3,4.752e+03,3.122e+02,1.662e+03,6.726e+03
114.5,3.948e+03,2.440e+02,1.249e+03,5.440e+03
115.7,3.248e+03,1.850e+02,8.161e+02,4.249e+03
117.0,3.037e+03,1.634e+02,7.904e+02,3.991e+03
118.2,3.289e+03,1.557e+02,1.079e+03,4.523e+03
119.4,3.752e+03,1.622e+02,1.014e+03,4.928e+03
120.6,4.252e+03,1.705e+02,9.439e+02,5.366e+03
121.8,4.620e+03,1.981e+02,1.006e+03,5.824e+03
123.0,5.484e+03,1.892e+02,1.221e+03,6.894e+03
124.3,5.833e+03,2.085e+02,1.487e+03,7.529e+03
125.5,6.911e+03,3.060e+02,1.494e+03,8.711e+03
126.7,6.504e+03,4.759e+02,1.415e+03,8.394e+03
127.9,5.275e+03,6.692e+02,1.259e+03,7.203e+03
129.1,4.912e+03,7.173e+02,9.540e+02,6.584e+03
130.4,5.493e+03,6.042e+02,8.365e+02,6.933e+03
131.6,6.035e+03,3.557e+02,7.533e+02,7.144e+03
132.8,4.227e+03,1.845e+02,6.346e+02,5.046e+03
134.0,1.092e+03,1.319e+02,4.883e+02,1.712e+03
135.2,6.257e+02,1.296e+02,4.959e+02,1.251e+03
136.4,4.943e+02,1.206e+02,4.664e+02,1.081e+03
137.7,4.062e+02,1.363e+02,3.905e+02,9.330e+02
138.9,3.746e+02,1.234e+02,3.592e+02,8.572e+02
140.1,3.388e+02,1.228e+02,3.208e+02,7.824e+02
141.3,3.631e+02,1.211e+02,3.344e+02,8.186e+02
142.5,3.479e+02,1.094e+02,3.228e+02,7.801e+02
143.8,3.002e+02,1.083e+02,2.834e+02,6.920e+02
145.0,3.156e+02,1.213e+02,2.917e+02,7.287e+02
146.2,3.062e+02,1.201e+02,2.751e+02,7.013e+02
147.4,2.886e+02,1.185e+02,2.636e+02,6.708e+02
148.6,2.688e+02,1.158e+02,2.815e+02,6.661e+02
149.8,2.599e+02,1.147e+02,2.652e+02,6.398e+02
151.1,2.379e+02,1.148e+02,2.757e+02,6.284e+02
152.3,2.401e+02,1.123e+02,3.005e+02,6.528e+02
153.5,2.512e+02,1.105e+02,3.013e+02,6.630e+02
154.7,2.286e+02,1.082e+02,2.958e+02,6.326e+02
155.9,2.552e+02,1.104e+02,2.928e+02,6.584e+02
157.2,3.396e+02,1.167e+02,2.753e+02,7.316e+02
158.4,3.306e+02,1.317e+02,2.747e+02,7.370e+02
159.6,4.067e+02,1.373e+02,3.085e+02,8.525e+02
160.8,4.871e+02,1.283e+02,3.131e+02,9.285e+02
162.0,5.346e+02,1.228e+02,2.995e+02,9.569e+02
163.2,5.697e+02,1.228e+02,3.037e+02,9.961e+02
164.5,5.733e+02,1.327e+02,3.135e+02,1.020e+03
165.7,6.352e+02,1.294e+02,3.464e+02,1.111e+03
166.9,5.640e+02,1.372e+02,3.208e+02,1.022e+03
168.1,5.706e+02,1.456e+02,3.099e+02,1.026e+03
169.3,5.617e+02,1.562e+02,2.853e+02,1.003e+03
170.6,6.290e+02,1.459e+02,2.807e+02,1.056e+03
171.8,7.716e+02,1.353e+02,3.270e+02,1.234e+03
173.0,7.398e+02,1.434e+02,3.275e+02,1.211e+03
174.2,9.081e+02,1.477e+02,3.420e+02,1.398e+03
175.4,1.122e+03,1.403e+02,4.015e+02,1.664e+03
176.6,1.370e+03,1.521e+02,4.391e+02,1.961e+03
177.9,1.432e+03,1.677e+02,5.166e+02,2.116e+03
179.1,1.271e+03,1.660e+02,4.978e+02,1.935e+03
180.3,1.570e+03,1.832e+02,5.903e+02,2.343e+03
181.5,1.677e+03,1.774e+02,6.263e+02,2.481e+03
182.7,1.644e+03,1.691e+02,6.830e+02,2.496e+03
184.0,1.813e+03,1.731e+02,7.781e+02,2.764e+03
185.2,2.059e+03,2.097e+02,8.006e+02,3.069e+03
186.4,2.128e+03,2.156e+02,9.417e+02,3.285e+03
187.6,2.375e+03,2.385e+02,1.098e+03,3.712e+03
188.8,2.656e+03,2.329e+02,1.413e+03,4.302e+03
190.0,2.824e+03,2.572e+02,1.302e+03,4.383e+03
191.3,3.312e+03,2.992e+02,1.552e+03,5.164e+03
192.5,3.651e+03,2.953e+02,1.721e+03,5.667e+03
193.7,3.996e+03,3.265e+02,1.879e+03,6.201e+03
194.9,4.677e+03,3.619e+02,2.070e+03,7.109e+03
196.1,5.130e+03,3.648e+02,2.196e+03,7.691e+03
197.4,6.124e+03,3.890e+02,2.348e+03,8.862e+03
198.6,6.896e+03,4.095e+02,2.114e+03,9.420e+03
199.8,8.919e+03,4.237e+02,1.873e+03,1.122e+04
